全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
952,東洋医学概論,122,第27回,問題95,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す患者の病証で最もみられる脈状はどれか。「45歳の女性。主訴は膝痛。10日前に転倒して膝を打撲した。現在も膝内側が腫れて痛み、夜間も痛む。」,1. 滑脈,2. 洪脈,3. 濡脈,4. 濇脈,4,症例形式による気血病証に関する設問である。病因の「転倒して膝を打撲した」は外傷で、瘀血を想起したい。「腫れて痛む」のは出血を示し、夜間も痛むのは血瘀の痛みの特徴である。血瘀によくみられる脈状は、4：濇脈である。したがって、4が正しい。
953,東洋医学概論,123,第25回,問題100,7 四診法・弁証,A. 四診法（望・聞・問・切診）,本患者の痛みの特徴はどれか。「31歳の女性。主訴は頭痛と肩こり。月経は不定期で月経時に頭痛が増悪し、下腹部痛も出現する。月経血に血塊がみられ、舌下静脈の怒張もみられる。」,1. 夜間に痛みが増悪する。,2. だるい感じの痛みが現れる。,3. 冷やすと疼痛が軽減する。,4. 痛む部位が移動する。,1,症例形式による病証に関する複合問題である。本症例の病態は、月経血の血塊と舌下静脈の怒張から血瘀と考えられる。1：「夜間に痛みが増悪する」のは血瘀であり、これが正しい。2：「だるい感じの痛み」は湿邪であり、誤り。3：「冷やすと疼痛が軽減する」のは火邪であり、誤り。4：「痛む部位が移動する」のは風邪であり、誤り。
954,東洋医学概論,124,第25回,問題101,7 四診法・弁証,A. 四診法（望・聞・問・切診）,本患者の病証でみられる脈状はどれか。「31歳の女性。主訴は頭痛と肩こり。月経は不定期で月経時に頭痛が増悪し、下腹部痛も出現する。月経血に血塊がみられ、舌下静脈の怒張もみられる。」,1. 浮いていて細軟の脈,2. ざらざらとして渋滞したような脈,3. 弾力に富み、琴の弦を按じるような脈,4. 絹糸のように細くて力があり、按じて左右に移る脈,2,血瘀の場合、脈象では濇脈が現れやすい。1：浮細軟は濡脈で、誤り。2：「ざらざらとして渋滞したような脈」は濇脈で、これが正しい。3：「弾力に富み、琴の弦を按じるような脈」は弦脈で、誤り。4：「細くて有力、按じて左右に移る」のは緊脈で、誤り。
955,東洋医学概論,125,第28回,問題99,7 四診法・弁証,A. 四診法（望・聞・問・切診）,次の文で示す患者の病証で最もみられる舌所見はどれか。「54歳の女性。主訴は肩こり。2週間前に感冒にかかり咳が強く出た。現在も透明な鼻汁が出て痰が多い。」,1. 膩苔,2. 燥苔,3. 黄苔,4. 剥落苔,1,現在も透明な鼻汁が出て痰が多いことから痰湿であり、1：膩苔が正しい。2：燥苔は、津液の損傷にみられるため、誤り。3：黄苔は、熱証にみられるため、誤り。4：剥落苔は、舌胃気や胃陰の損傷にみられるため、誤り。
956,東洋医学概論,126,第33回,問題103,7 四診法・弁証,B. 八綱による四診情報の分析と弁証の進め方,弁証の進め方で最初に判断すべきなのはどれか。,1. 気と血,2. 虚と実,3. 寒と熱,4. 表と裏,4,弁証に関する設問である。八綱弁証とは各種弁証方法の基礎となる分析方法であり、疾病の部位と性質、正気と邪気の盛衰などの状況を大まかに弁別する。八綱弁証は8つの判断基準である表・裏、寒・熱、虚・実、陰・陽の4対に分けられ、表・裏は病証が存在する部位（病位）、寒・熱は病の性質（病性）、虚・実正気と邪気の盛衰（病勢）、陰は裏・寒・虚を、陽は表・熱・実を総括する役割を担う。したがって4が正しい。
957,東洋医学概論,127,第32回,問題106,8 治療法,A. 鍼灸治療の原則,治法八法で停滞した病理産物を散らすのに最も適切なのはどれか。,1. 汗法,2. 清法,3. 吐法,4. 消法,4,治法八法に関する設問である。治法八法は、古代より行われていた様々な治療法を、**汗法**・**吐法**・**下法**・**和法**・**温法**・**清法**・**補法**・**消法**の8つに分類したものであり、治療の基本となる方法である。4：消法は、停滞もしくは貯留した病理物質を消散させることにより除去する方法であり、**瀉法**のひとつである。したがって4が正しい。1：汗法は**発汗**させる方法、2：清法は**熱邪**を取り除く方法、3：吐法は**嘔吐**させることにより痰飲や食積を吐き出させる方法である。
958,東洋医学概論,128,第27回,問題101,8 治療法,A. 鍼灸治療の原則,次の文で示す患者の治療方針で最も適切なのはどれか。「27歳の女性。月経過多に悩む。食欲不振で大便溏薄、臍部に力がなく、四肢が冷える。面色萎黄。」,1. 胃熱を除く。,2. 腎精を補う。,3. 痰湿を除く。,4. 脾気を補う。,4,症例形式の治療方針に関する問題である。まず食欲不振、大便溏薄（軟便）、臍部に力がない、面色萎黄から脾気虚を想起したい。月経過多という主訴は、統血作用の失調による脾不統血を想起できる。また、四肢が冷えることから陽虚もある場合のため誤り。1：「胃熱を除く」のは、胃熱がある場合のため誤り。2：「腎精を補う」のは、腎精不足の場合のため誤り。3：「痰湿を除く」のは、脾虚湿盛など痰湿が盛んな場合のため誤り。4：「脾気を補う」のは脾気虚などの場合のため、これが正しい。
959,東洋医学概論,129,第30回,問題103,8 治療法,A. 鍼灸治療の原則,次の文で示す病証の治療原則で最も適切なのはどれか。「慢性の眩暈と頭痛、目の充血、のぼせ、腰がだるく力が入らない。脈は弦細数を認める。」,1. 瀉実,2. 急則治標,3. 補虚瀉実,4. 因地制宜,3,病証の治療原則に関する設問である。肝陽が亢進し、気機が上昇して慢性の眩暈と頭痛、肝と関連する目の充血があらわれ、陰虚により虚熱が上炎しのぼせがある。腎の機能の失調により、腰がだるく力が入らないという症状（腰膝酸軟）がある。脈は肝・胆の病証である弦、陰虚のため細数である。肝の実証と陰虚による症状があるため3：補虚瀉実が正しい。1：瀉実とは去邪のことであり、実証に用いられる治則である。2：急則治標とは急性で病勢が激しく、「標」を放置すると「本」が悪化する恐れがある場合はまず標に対処するという原則である。
960,東洋医学概論,130,第33回,問題105,8 治療法,B. 鍼灸治療の法則,六部定位脈診で右関上の沈の部が虚している場合、難経六十九難に基づく治療穴はどれか。,1. 陽谷,2. 労宮,3. 少衝,4. 経渠,2,脈診と選穴に関する設問である。六部定位脈診で右関上の沈の部は**脾**の部位であり、脾の虚証の選穴は**滎火穴**である**大都**、**少府**、**労宮**である。したがって2が正しい。
961,東洋医学概論,131,第29回,問題105,8 治療法,B. 鍼灸治療の法則,六部定位脈診で右手関上の沈の部が虚している場合、難経六十九難に基づく治療穴はどれか。,1. 中渚,2. 商丘,3. 労宮,4. 曲泉,3,脈診と選穴に関する設問である。六部定位脈診で、右手関上の沈は**脾**の部位であり、脾虚を示す。難経六十九難では「虚すれば其の**母**を補う」ことから、脾は**土**であるため、土経の火穴（**大都**）と火経の火穴（**労宮**）を選ぶ。1：中渚（**火経の土穴**）で誤り。2：商丘（**金経の金穴**）で誤り。3：労宮（**土経の火穴**）で正しい。4：曲泉（**木経の水穴**）で誤り。
962,東洋医学概論,132,第31回,問題105,8 治療法,B. 鍼灸治療の法則,六部定位脈診で左手関上の沈の部が実している場合、難経六十九難に基づく治療穴はどれか。,1. 少府,2. 経渠,3. 陰谷,4. 陽輔,1,脈診と選穴に関する設問である。六部定位脈診で左手関上の沈の部は**肝**の部位であり、肝の実証の選穴は滎火穴である**少府**、**行間**、労宮である。したがって1が正しい。
963,東洋医学概論,133,第25回,問題99,8 治療法,B. 鍼灸治療の法則,難経六十九難により腎虚の補法を行う選穴部位はどれか。,1. 上腕二頭筋腱外方の陥凹部、肘窩横紋上,2. 手関節前面横紋上で、橈骨動脈脈動部,3. 足内側、舟状骨粗面の下方、赤白肉際,4. 太渓の上方2寸で、アキレス腱と長指屈筋との間,4,難経六十九難による選穴に関する複合問題である。腎虚（水の虚）の場合は、「虚すれば則ちその母を補う」という原則により母経（金経）の母穴（金穴）である経渠、自経（水経）の母穴（金穴）である復溜を選穴する。1：尺沢（金経の水穴）で誤り。2：太淵（金経の土穴）で誤り。3：然谷（水経の火穴）で誤り。4：復溜（水経の金穴）でこれが正しい。
964,東洋医学概論,134,第27回,問題98,8 治療法,B. 鍼灸治療の法則,六部定位脈診で左手尺中の沈の部が虚している場合、難経六十九難に基づく治療穴の部位はどれか。,1. 足の第1指、末節骨外側、爪甲角の近位外方1分,2. 足内側、第1中足指節関節内側の近位陥凹部、赤白肉際,3. 膝後内側、半腱様筋腱の外縁、膝窩横紋上,4. 下腿後内側、アキレス腱の前縁、内踝尖の上方2寸,4,脈診と選穴、経穴に関する複合問題である。六部定位で、左手尺中の沈は腎の部位であり、腎虚を示す。六十九難では「虚すればその母を補う」ことから、腎は水であるため、水経の金穴（復溜）と金経の金穴（経渠）を選ぶ。1の部位は大敦であり、誤り。2の部位は太白であり、誤り。3の部位は陰谷であり、誤り。4の部位が復溜なので、これが正しい。
965,東洋医学概論,135,第27回,問題99,8 治療法,B. 鍼灸治療の法則,大腸の病変に用いる下合穴はどれか。,1. 陽陵泉,2. 足三里,3. 上巨虚,4. 委陽,3,選穴に関する問題である。下合穴は、六腑の病証の反応が現れやすい穴である。1：陽陵泉は胆の下合穴であるため、誤り。2：足三里は胃の下合穴であるため、誤り。3：上巨虚は大腸の下合穴であるため、これが正しい。4：委陽は三焦の下合穴であるため、誤り。
